SNO,RELIGION_TYPE,CB_NAME,CB_SNAME,PTNAME1,V_NAME,CB_REG_TITLE,PRESIDENT_NAME,CB_TEL,TOTAL_ADDR,R_STREET,R_SECTION,R_LANE,R_ALLEY,R_NO,R_OTHER,TOTAL_ADDR_rebuild,WGS84_Y_rebuild,WGS84_X_rebuild,WGS84_X,WGS84_Y,TM97_X,TM97_Y,DATA_STR,REG_NO,CB_PRESIDENT_NAME,total_addr2
C0500,財團法人宗祠基金會,財團法人高佛成基金會,,文山區,景慶里,其他,,86638912,,溪口街,,1巷,,5號,4樓,文山區景慶里溪口街1巷5號4樓,24.9942799,121.5408139,121.5399168,24.99411261,304502.302,2765234.007,,103證他字第269號登記簿第84冊第67頁第2195號,高春長,溪口街1巷5號4樓
C0501,財團法人宗祠基金會,財團法人台北市陳悅記老師府基金會,,大同區,老師里,其他,,25917741.25917901.,,重慶北路,3段,9巷,,2號,,大同區老師里重慶北路3段9巷2號,25.0643289,121.514054,121.5141324,25.06430601,301869.925,2772998.813,,101證他字第300號登記簿第31冊第22頁第615號,陳澤南,重慶北路3段9巷2號
C0519,財團法人教會,財團法人台北市基督環球傳道會,,中山區,興亞里,基督教,,25670388,,松江路,,,,22號,12樓,中山區興亞里松江路22號12樓,25.0468583,121.5327548,121.5327218,25.04686764,303753.012,2771074.498,,102證他字第585號登記簿第101冊第37頁第2552號,戴義聖,松江路22號12樓
C0521,財團法人基金會,財團法人佛乘宗基金會,,北投區,文林里,,,28289830,,明德路,,,,11號,1樓,北投區文林里明德路11號1樓,25.1068864,121.517171,121.5171281,25.10684263,302154.127,2777711.6,,102證他字第19號登記簿第35冊第37頁第700號,包和磬,明德路11號1樓
C0522,財團法人基金會,財團法人佛門密宗黑教林雲大師基金會,,中山區,朱園里,,,952952899,,長安東路,2段,,,63號,11樓,中山區朱園里長安東路2段63號11樓,25.0485895,121.5336472,121.5336589,25.0485434,303846.832,2771260.502,,104證他字第17號登記簿第102冊第5頁第2564號,朱筧立,長安東路2段63號11樓
C0526,財團法人基金會,財團法人基督教芥菜種基金會,,中山區,,基督教,,25969092,,中山北路路,2段,,,185號,4,中山區中山北路路2段185號4,25.0615562,121.524136,121.5437151,25.04776795,302882.2429,2772700.352,,103證他字第1552號登記簿第103冊第13頁第2586號,曹佑龍,中山北路路2段185號4
C0538,財團法人基金會,財團法人台北清真寺基金會,,大安區,德安里,回教,,23219445,,新生南路,2段,,,62號,,大安區德安里新生南路2段62號,25.0279341,121.534195,121.5342119,25.02793666,303911.698,2768978.247,,99證財字第835號登記簿第105冊第45頁第2633號,楊大錡,新生南路2段62號
C0546,財團法人基金會,財團法人孫大程佈道大會基金會,,大安區,,基督教,,27763529,,濟南路,3段,,,9號,6樓,大安區濟南路3段9號6樓,25.0403686,121.5336755,121.533704,25.04026864,303855.006,2770343.954,,101證他第440號登記簿第78冊第13頁第1998號,孫大程,濟南路3段9號6樓
C0548,財團法人教會,財團法人台北市基督教會興雅三一堂,,信義區,西村里,基督教,,27647530,,永吉路,,30巷,83弄,9號,1樓,信義區西村里永吉路30巷83弄9號1樓,25.0440379,121.569313,121.5693596,25.04402258,307451.283,2770774.416,,100證他字第569號登記簿第19冊第23頁第277號,蔡林雪瑩,永吉路30巷83弄9號1樓
C0549,財團法人基金會,財團法人台北市基督教金燈台宣教基金會,,信義區,興隆里,基督教,,27582335,,忠孝東路,4段,,,560號,6樓之2,信義區興隆里忠孝東路4段560號6樓之2,25.04106,121.563893,121.5638909,25.0409841,306900.85,2770435.559,,101證他字第646號登記簿第107冊第5頁第2663號,吳蔡創楣,忠孝東路4段560號6樓之2
C0556,財團法人基金會,財團法人基督教慕主先鋒基金會,,中正區,,基督教,,25238768轉101,,懷寧街,,,,112號,6樓,中正區懷寧街112號6樓,25.04168,121.513899,121.5138997,25.04166212,301855.939,2770490.589,,103證他字第1093號登記簿第110冊第5頁第2723號,江秀琴,懷寧街112號6樓
C0557,財團法人教會,財團法人台北市基督教以馬內利教會,,萬華區,凌霄里,基督教,,02-23031453,,中華路,2段,504巷,,45號,,萬華區凌霄里中華路2段504巷45號,25.024625,121.508373,121.5083996,25.02465747,301308.02,2768604.94,,103證他字第305號登記簿第110冊第49頁第2734號,李德心,中華路2段504巷45號
C0563,財團法人基金會,財團法人華藏淨宗弘化基金會,,大安區,,,,27547178,,信義路,4段,,,341號,5樓,大安區信義路4段341號5樓,25.033378,121.556687,121.5567022,25.03330004,306178.921,2769581.435,,103證他字第1092號登記簿第112冊第49頁第2774號,林正道,信義路4段341號5樓
C0566,財團法人基金會,財團法人台北市基督教聖公會宣教基金會,,中正區,文祥里,基督教,,23411265,,杭州南路,1段,105巷,,7號,,中正區文祥里杭州南路1段105巷7號,25.037462,121.5257882,121.5257804,25.03743457,303056.639,2770026.898,,101證他字第723號登記簿第114冊第33頁第2810號,賴榮信,杭州南路1段105巷7號
C0626,財團法人教會,財團法人台北市基督教浸信會宣恩堂,,信義區,景勤里,基督教,,27384660,,吳興街,,,,214號,樓,信義區景勤里吳興街214號樓,25.0278572,121.5629132,121.5628798,25.02787208,306804.821,2768982.757,,l03證他字第1432號登記簿第117冊第13頁第2865號,簡俊桐,吳興街214號樓
C0627,財團法人教會,財團法人各各他浸信會,,士林區,永福里,基督教,,28313458,,仰德大道,2段,,,21號,樓,士林區永福里仰德大道2段21號樓,25.1072692,121.5454433,121.5417089,25.10466688,304634.142,2777480.334,,103證他字第42號登記簿第62冊第4頁第1230號,蔡忠穎,仰德大道2段21號樓
C0642,財團法人基金會,財團法人臺北市基督教偕烏妹紀念基金會,,中山區,興亞里,基督教,,23912971,,松江路,,,,22號,6樓之1,中山區興亞里松江路22號6樓之1,25.0469417,121.5328524,121.5327218,25.04686764,303753.012,2771074.498,,101證財字第15號登記簿第121冊第17頁第2946號,林明穱,松江路22號6樓之1
C0674,財團法人教會,財團法人台北市中華基督教長老會台北信友堂,,大安區,大學里,基督教,,2363-1035,,羅斯福路,3段,269巷,,5號,樓,大安區大學里羅斯福路3段269巷5號樓,25.0191496,121.5308047,121.5308168,25.01917289,303572.873,2768006.155,,102證財字第35號登記簿第124冊第73頁第3020號,何玉?,羅斯福路3段269巷5號樓
C0682,財團法人基金會,財團法人臺北市大乘基金會,,中正區,,,,23145566,,漢口街,1段,,,132號,6樓,中正區漢口街1段132號6樓,25.045065,121.509907,0,0,301453.574,2770868.315,,103證財字第27號登記簿第126冊第41頁第3052號,樂劉玉梅,漢口街1段132號6樓
