SNO,RELIGION_TYPE,CB_NAME,CB_SNAME,PTNAME1,V_NAME,CB_REG_TITLE,PRESIDENT_NAME,CB_TEL,TOTAL_ADDR,R_STREET,R_SECTION,R_LANE,R_ALLEY,R_NO,R_OTHER,TOTAL_ADDR_rebuild,WGS84_Y_rebuild,WGS84_X_rebuild,WGS84_X,WGS84_Y,TM97_X,TM97_Y,DATA_STR,REG_NO,CB_PRESIDENT_NAME,total_addr2
R0375,未成立財團法人寺廟,信義天后宮,,信義區,泰和里,道教,鄭政弘(代),27239809,,吳興街,,600巷,,臨68號,,信義區泰和里吳興街600巷臨68號,25.0194804,121.5703829,121.570394,25.0194916,307567.033,2768057.728,農曆3月23日|,北市民三字第09231146400號,,
R0377,未成立財團法人寺廟,北投天保宮,,北投區,秀山里,道教,葉雲富(代),28934837,中和街446巷74號樓,中和街,,446巷,,74號,樓,北投區秀山里中和街446巷74號樓,25.144706,121.4967491,121.4959136,25.14670059,299998.282,2782118.482,農曆3月3日(法會)|,北市民三字號09231246400號,,
R0378,未成立財團法人寺廟,二二八公園福德宮,,中正區,黎明里,道教,賴志威,23715624,懷寧街107號 ,懷寧街,,,,107號,,中正區黎明里懷寧街107號,25.0418177,121.5139759,121.5140707,25.04094882,301874.958,2770434.131,農曆每月2日(法會)|農曆每月16日(法會)|,北市民宗字第10431468800號,,
R0379,未成立財團法人寺廟,台北神德宮,,中山區,大佳里,道教,李隆德,02-25032358,濱江街180巷13號,濱江街,,180巷,,13號,,中山區大佳里濱江街180巷13號,25.0689421,121.5381817,121.538177,25.06892678,304293.743,2773520.1,農曆2月2日(土地公聖誕)|農曆8月14日|,北市民宗字第10330039600號,,
R0380,未成立財團法人寺廟,楊聖廟,,萬華區,保德里,道教,楊慶陽,23038228,,東園街,,154巷,,39號,,萬華區保德里東園街154巷39號,25.022388,121.4959811,121.538177,25.06892678,300100.1558,2768367.748,農曆2月13日|農曆3月19日|農曆11月5日|,北市民宗字第10330124700號,,
R0381,未成立財團法人寺廟,無極天聖殿,,士林區,平等里,道教,李金和(代),28613691,,平菁街,,95巷,,47-1號,,士林區平等里平菁街95巷47-1號,25.133378,121.580538,121.5821637,25.13538198,308699.718,2780899.544,農曆1月9日|,北市民三字第092312336300號,,
R0382,未成立財團法人寺廟,台北協天宮,,大同區,斯文里,道教,黃日成(代),25923987,大龍街89-1號,大龍街,,,,89-1號,,大同區斯文里大龍街89-1號,25.0672709,121.5160372,121.5161131,25.06715134,302068.555,2773314.749,農曆6月24日(關聖帝君聖誕)|,北市民三字第09231415500號,,
R0383,未成立財團法人寺廟,護國九天宮,,南港區,舊莊里,道教,林文松,27865494,舊莊街2段122巷30號,舊莊街,2段,122巷,,30號,,南港區舊莊里舊莊街2段122巷30號,25.0370293,121.6275197,121.6333102,25.02754713,313912.993,2768978.117,農曆2月15日(主神聖誕)|,北市民宗字第10331639700號,,
R0384,未成立財團法人寺廟,台北慈光廟,,內湖區,蘆洲里,道教,謝添鑄,27951953,民權東路6段206巷143弄113號,民權東路,6段,206巷,143弄,113號,,內湖區蘆洲里民權東路6段206巷143弄113號,25.0648509,121.5729575,121.6333102,25.02754713,300885,2770513,農曆4月25日(朱府千歲聖誕日)|農曆7月未填日(中元普渡)|,北市民宗字第10333320700號,,
R0385,未成立財團法人寺廟,屈原宮,,北投區,洲美里,道教,林天來,28360256,,洲美街,,,,122號,,北投區洲美里洲美街122號,25.099664,121.505556,121.6333102,25.02754713,300985.3766,2776910.801,農曆10月10日(法會)|,北市民宗字第10331770400號,,
R0386,未成立財團法人寺廟,鎮安宮,,中山區,金泰里,道教,謝文章,25327096,基湖路151巷46弄6號,基湖路,,151巷,46弄,6號,,中山區金泰里基湖路151巷46弄6號,25.0774137,121.5649001,121.564803,25.07717248,306976.173,2774444.403,農曆5月17日|農曆10月20日|,北市民宗字第10430426200號,,
R0389,未成立財團法人寺廟,鶴鳴精舍,,士林區,平等里,佛教,釋長妙（黃玉枝）,28625756/25588066,平菁街42巷9號,平菁街,,42巷,,9號,,士林區平等里平菁街42巷9號,25.1299821,121.5719944,121.5719652,25.1299913,307673.877,2780298.04,農曆6月19日(觀音菩薩聖誕)|,北市民宗字第10331931300號,,
R0390,未成立財團法人寺廟,竹月寺,,內湖區,港華里,佛教,陳福龍(代),27979284,環山路2段50巷14弄臨14之7號,環山路,2段,50巷,14弄,臨14之7號,,內湖區港華里環山路2段50巷14弄臨14之7號,25.0880848,121.573223,121.5716041,25.08979462,307656.351,2775845.37,農曆2月19日|農曆6月19日|農曆9月19日|,北市民三字第09231768200號,,
R0392,未成立財團法人寺廟,明山宮,,北投區,永和里,道教,何雅森,28728028,行義路臨115號,行義路,,,,臨115號,,北投區永和里行義路臨115號,25.1278961,121.5290508,121.5290225,25.12802299,303344.579,2780062.324,農曆8月11日(法會)|,北市民宗字第10430427900號,,
R0393,未成立財團法人寺廟,松山順安宮,,信義區,敦厚里,道教,林忠信(代),27618276、27616885、27650225,,松隆路,,,,臨45號,,信義區敦厚里松隆路臨45號,25.044374,121.568294,121.5685233,25.04449993,307366.671,2770826.941,農曆5月6日|,北市民三字第09231826000號,,
R0394,未成立財團法人寺廟,新坡尾福德廟,,內湖區,金瑞里,道教,李明和,27906837,內湖路3段365號旁,內湖路,3段,,,365號,旁,內湖區金瑞里內湖路3段365號旁,25.0895326,121.5834916,121.5835589,25.08950435,308862.344,2775818.392,農曆8月15日|,北市民宗字第10430017800號,,
R0395,未成立財團法人寺廟,台北南港慈岩宮,,南港區,九如里,道教,謝伯麟,26517997,,研究院路,3段,161巷,,12號,,南港區九如里研究院路3段161巷12號,25.026632,121.6163898,121.6152099,25.02591629,312087.075,2768789.129,農曆9月15日|,北市民三字第09630000600號,,
R0396,未成立財團法人寺廟,天達堂,,南港區,九如里,一貫道,王老和,27886293,,研究院路,3段,25巷,,8號,,南港區九如里研究院路3段25巷8號,25.026507,121.620129,121.620013,25.02642031,312571.564,2768847.151,農曆3月15日|農曆6月15日|農曆9月15日|農曆11月15日|,北市民宗字第10332498500號,,
R0398,未成立財團法人寺廟,金剛寺,,中山區,劍潭里,佛教,陳添益(代),02-28851890,中山北路4段71巷2弄臨三號,中山北路,4段,71巷,2弄,臨三號,,中山區劍潭里中山北路4段71巷2弄臨三號,25.080728,121.52484,121.620013,25.02642031,303051.3584,2774843.864,農曆11月17日|,北市民三字第09232602400號,,
R0399,財團法人寺廟,財團法人陽明山五福宮,,北投區,永和里,道教,林永祥,28725833,行義路1號,行義路,,,,1號,,北投區永和里行義路1號,25.1240896,121.5258133,121.5258383,25.12405238,303025.189,2779621.261,農曆8月15日(法會)|,102證他字第215號登記簿第北3冊第15頁第000558號,,
R0404,未成立財團法人寺廟,松山進安宮,,信義區,永吉里,道教,鐘六川,27614286,永吉路517巷8弄12-3號,永吉路,,517巷,8弄,12-3號,,信義區永吉里永吉路517巷8弄12-3號,25.046427,121.580494,121.5803772,25.04657501,308561.811,2771061.877,農曆3月6日(祭祀日)|農曆10月15日(祭祀日)|,北市民宗字第10331777500號,,
R0406,財團法人寺廟,財團法人劍潭古寺,,中山區,北安里,佛教,辜成允,25323834,北安路805巷6號,北安路,,805巷,,6號,,中山區北安里北安路805巷6號,25.086177,121.5553568,121.5553471,25.08617913,306018.151,2775438.058,農曆2月19日|,102證他字第577號登記簿第103冊第25頁第2589號,,
R0407,未成立財團法人寺廟,植福宮,,中山區,成功里,道教,陳志堂,25323316,,北安路,,608巷,14弄,1號,,中山區成功里北安路608巷14弄1號,25.0818991,121.5508063,121.5505606,25.0817838,305537.292,2774949.204,農曆2月2日|,北市民宗字第10430487700號,,
R0408,未成立財團法人寺廟,台北市文山區頂公館福德宮,,文山區,萬年里,道教,許朝杉,29325511,公館街44之1號,公館街,,,,44之1號,,文山區萬年里公館街44之1號,25.005458,121.537745,121.5377204,25.00545204,304275.642,2766489.102,農曆8月15日|,北市民宗字第10330859300號,,
R0409,未成立財團法人寺廟,後山坡福德爺廟,,南港區,成福里,道教,周哲豪,27858615,,東新街,,170巷,,臨1號,,南港區成福里東新街170巷臨1號,25.045931,121.592572,121.5927213,25.04591997,309807.678,2770994.757,農曆8月14日|,北市民宗字第10332433900號,,
R0411,未成立財團法人寺廟,北天宮,,萬華區,柳鄉里,道教,陳春成,23061947,桂林路246巷30號,桂林路,,246巷,,30號,,萬華區柳鄉里桂林路246巷30號,25.037036,121.493178,121.4932242,25.03716223,299771.437,2769984.415,農曆6月24日|,北市民宗字第10332584500號,,
R0419,未成立財團法人寺廟,松山水福宮,,松山區,慈祐里,道教,李金傳,27628030,松河街3號,松河街,,,,3號,,松山區慈祐里松河街3號,25.050903,121.5718568,121.5719163,25.0508091,307706.126,2771527.254,農曆10月10日|,北市民三字第09332610800號,,
R0425,未成立財團法人寺廟,廣明寺,,士林區,社園里,佛教,李悟和,28127061,延平北路6段116巷13號,延平北路,6段,116巷,,13號,,士林區社園里延平北路6段116巷13號,25.0896445,121.5078418,121.5078347,25.08962916,301224.04,2775801.44,農曆4月1日|,北市民宗字第10330134400號,,
R0430,未成立財團法人寺廟,圓山藥師寺,,中山區,,佛教,呂欽賢,28858084,中山北路4段1巷1弄6號旁,中山北路,4段,1巷,1弄,6號,旁,中山區中山北路4段1巷1弄6號旁,25.0803487,121.5278542,121.5078347,25.08962916,303234.3795,2774732.543,農曆每月未填日|,北市民宗字第10032794200號,,
R0432,財團法人寺廟,財團法人台北市新起會,,萬華區,福星里,其他,蔡雲慶,23717466,長沙街2段111號,長沙街,2段,,,111號,,萬華區福星里長沙街2段111號,25.040515,121.503711,121.5037149,25.0405158,300828.732,2770359.776,,103證他字第1183號登記簿第7冊第11頁第93號,,
R0433,財團法人宗祠,財團法人台北市金得利團,,萬華區,雙園里,其他,,23460128,西園路1段41-3號,西園路,1段,,,41-3號,,萬華區雙園里西園路1段41-3號,25.0404729,121.5000563,121.4999965,25.0404928,300453.465,2770355.827,,103證他字第1584號登記簿第25冊第13頁第419號,,
R0436,未成立財團法人寺廟,雲來寺,,北投區,奇岩里,佛教,余宏仁,28939966,公館路186號,公館路,,,,186號,,北投區奇岩里公館路186號,25.128374,121.507112,121.4999965,25.0404928,301136.8123,2780094.959,農曆4月8日|農曆7月未填日|,北市民宗字第10331734600號,,
R0437,未成立財團法人寺廟,福興宮,,文山區,興旺里,道教,高昌倫,29311496,福興路5號,福興路,,,,5號,,文山區興旺里福興路5號,25.005669,121.549933,121.5513831,25.00225669,305656.096,2766140.679,農曆2月2日|, 北市民宗字第10330853100號,,
R0438,財團法人寺廟,財團法人萬慶巖清水祖師廟,,文山區,景慶里,道教,高昌倫,29328612,萬慶街124號,萬慶街,,,,124號,,文山區景慶里萬慶街124號,24.9952799,121.5362205,121.5366572,24.99503721,304172.85,2765335.133,農曆1月6日|,101證他字第1295號登記簿第109冊第1頁第2702號,,
R0439,未成立財團法人寺廟,中崙福順宮,,松山區,中正里,道教,方禎璋,27211768,南京東路3段303巷8弄臨10號,南京東路,3段,303巷,8弄,臨10號,,松山區中正里南京東路3段303巷8弄臨10號,25.052644,121.546017,121.5474649,25.05283524,305238.017,2771741.485,農曆2月2日|,北市民宗字第10330051400號,,
R0440,財團法人寺廟,財團法人艋舺清水巖祖師廟,,萬華區,新起里,佛教,周昇平,23711517,康定路81號,康定路,,,,81號,,萬華區新起里康定路81號,25.0402808,121.5026482,121.5026396,25.04028052,300720.302,2770333.308,農曆1月6日|農曆5月6日|,97證財字第5號登記簿第112冊第41頁第2772號,,
R0441,財團法人宗祠,財團法人台北市大安鄭良霈宗祠,,大安區,,其他,,28917377,安和路2段181巷13號樓,安和路,2段,181巷,,13號,樓,大安區安和路2段181巷13號樓,25.0274386,121.550536,121.5504448,25.02739462,305550.18,2768924.743,,97證財字第15號登記簿第113冊第21頁第2787號,,
R0442,財團法人宗祠,財團法人台北市黃姓集英堂,,大安區,,其他,,"2,301,233,623,088,380",敦化南路1段161巷38號,敦化南路,1段,161巷,,38號,,大安區敦化南路1段161巷38號,25.0434788,121.5508434,121.5509367,25.04339893,305592.553,2770697.674,,登記簿第16冊第17、18頁第229號,,
R0445,未成立財團法人寺廟,台北市聖安宮,,萬華區,和德里,道教,姚天生,02-23075012,西園路2段372巷16號,西園路,2段,372巷,,16號,,萬華區和德里西園路2段372巷16號,25.0253571,121.4910942,121.4910256,25.02542184,299554.296,2768683.158,農曆3月23日|,北市民宗字第09832455900號,,
R0446,未成立財團法人寺廟,東隆宮,,萬華區,孝德里,道教,丁傳經,23079372,環河南路3段163號,環河南路,3段,,,163號,,萬華區孝德里環河南路3段163號,25.0228051,121.4916154,121.4917707,25.02269051,299630.592,2768380.884,農曆11月1日|,北市民宗字第10430510600號,,
R0450,財團法人寺廟,財團法人金龍院,,內湖區,碧山里,佛教,陳義忠,27123412,內湖路3段256巷2號樓,內湖路,3段,256巷,,2號,樓,內湖區碧山里內湖路3段256巷2號樓,25.0927313,121.5856474,121.586323,25.092255,309139.8,2776124.308,農曆4月3日|農曆4月4日|,登記簿第2冊第14頁第20號,,
R0451,未成立財團法人寺廟,集福宮,,北投區,清江里,道教,陳文銘(代),28935859,磺港路68號,磺港路,,,,68號,,北投區清江里磺港路68號,25.1319488,121.5033869,121.5032439,25.13201652,300743.395,2780494.707,農曆3月17日|,北市民三字第09830718300號,,
R0454,未成立財團法人寺廟,普濟寺（原名鐵真院）,,北投區,林泉里,佛教,洪培德,28914386,溫泉路112號,溫泉路,,,,112號,,北投區林泉里溫泉路112號,25.135996,121.511277,121.511188,25.13597977,301542.773,2780936.698,農曆2月19日|農曆6月19日|農曆9月19日|,北市民宗字第10333266900號,,
R0455,未成立財團法人寺廟,代天府北行宮,,萬華區,華江里,道教,陳榮貴(代),23066654,和平西路3段302巷3弄19號,和平西路,3段,302巷,3弄,19號,,萬華區華江里和平西路3段302巷3弄19號,25.0350201,121.4923653,121.4923448,25.03498435,299683.606,2769742.854,,,,
R0456,未成立財團法人寺廟,內湖公館庄武身開漳聖王廟,,內湖區,,道教,林金榜,26270130、27971223,內湖路3段256巷8號,內湖路,3段,256巷,,8號,,內湖區內湖路3段256巷8號,25.0844051,121.5929161,121.5864722,25.09137697,309155.28,2776027.108,農曆2月15日|,北市民宗字第10332562700號,,
R0458,未成立財團法人寺廟,陽明山公館里關聖帝君廟,,士林區,公館里,道教,葉進財,28613090,永公路350巷55號1樓,永公路,,350巷,,55號,1樓,士林區公館里永公路350巷55號1樓,25.1241808,121.5650365,121.5654493,25.1241007,307019.552,2779642.804,農曆5月12日|,北市民宗字第10333285300號,,
R0462,未成立財團法人寺廟,明山寺玄寶殿,,中山區,北安里,道教,常福財,25326871,劍南路648巷12號  ,劍南路,,648巷,,12號,,中山區北安里劍南路648巷12號,25.0863282,121.554148,121.5536043,25.08632022,305842.283,2775452.968,農曆3月3日|,北市民宗字第10330857600號,,
R0463,未成立財團法人寺廟,福裕宮,,北投區,建民里,道教,賴明(代),28234059,文林北路5巷58號1樓,文林北路,,5巷,,58號,1樓,北投區建民里文林北路5巷58號1樓,25.1049438,121.5183512,121.5178492,25.10300204,302228.479,2777286.483,農曆2月2日|農曆3月22日|,北市民宗字第10330232700號,,
R0465,未成立財團法人寺廟,台北保仁宮,,大同區,至聖里,道教,呂學輝,25932666,承德路3段214巷9號 ,承德路,3段,214巷,,9號,,大同區至聖里承德路3段214巷9號,25.0715165,121.517603,,,302214.269,2773801.547,農曆3月15日|,北市民宗字第10331696600號,,
R0470,未成立財團法人寺廟,中坡福壽宮,,信義區,,道教,李治雄,27271524,福德街221巷14號,福德街,,221巷,,14號,,信義區福德街221巷14號,25.036107,121.584934,0,0,0,0,農曆2月6日|農曆8月6日|,北市民宗字第10430000700號,,
R0472,未成立財團法人寺廟,清蓮宮,,萬華區,糖蔀里,道教,高春安,921208277,大理街91巷23號,大理街,,91巷,,23號,,萬華區糖蔀里大理街91巷23號,25.0347822,121.5024362,0,0,0,0,農曆6月18日|,北市民宗字第10332518700號,,
R0473,財團法人寺廟,財團法人台北市南福宮,,中正區,南福里,道教,黃森榮,23920979,和平西路1段55巷1號 ,和平西路,1段,55巷,,1號,,中正區南福里和平西路1段55巷1號,25.027025,121.519892,0,0,302468.995,2768869.288,農曆3月23日(媽祖聖誕)|,,,
R0474,財團法人寺廟,財團法人台北市景美集應廟,,文山區,景行里,道教,高義秀,29348446,景美街37號,景美街,,,,37號,,文山區景行里景美街37號,24.991715,121.5418336,0,0,0,0,農曆1月未填日|農曆2月1日|農曆2月2日|農曆10月15日|,103證財字第28號登記簿第126冊第49頁第3054號,,
C0001,財團法人教會,財團法人台北市基督教士林錫安堂,,士林區,德華里,基督教,,28356570,,福國路,,,,94號,2樓,士林區德華里福國路94號2樓,25.1020461,121.5223089,121.5223024,25.10211753,302677.992,2777190.219,,100證他字第329號登記簿第5冊第5頁第93號,曹力中,福國路94號2樓
C0002,財團法人教會,財團法人台北市中華基督教浸信會慈光堂,,士林區,翠山里,基督教,,28412290/28413021,,中社路,1段,43巷,,1號,,士林區翠山里中社路1段43巷1號,25.108712,121.56018,121.5601903,25.10871051,306496.313,2777935.789,,104證他字第84號登記簿第10冊第33頁第207號,鄭南欣,中社路1段43巷1號
C0003,財團法人教會,財團法人台北市基督教士林浸信會,,士林區,舊佳里,基督教,,27181313/28330304,,中山北路,5段,751巷,,9號,1樓,士林區舊佳里中山北路5段751巷9號1樓,25.0987609,121.5264933,121.5264517,25.09876431,303097.921,2776820.405,,102證他字第375號登記簿第13冊第25頁第263號,何碧鴻,中山北路5段751巷9號1樓
C0004,財團法人教會,財團法人台北市中國基督教靈糧世界佈道會士林靈糧堂,,士林區,社園里,基督教,,28803408/27005038,,社中街,,298巷,4弄,2號,1樓,士林區社園里社中街298巷4弄2號1樓,25.0927481,121.5058827,121.5058771,25.09262871,301025.348,2776132.929,,103證他字第327號登記簿第7冊第11頁第136號,許本爵,社中街298巷4弄2號1樓
C0005,財團法人教會,財團法人台北市中華基督教劍潭浸信會,,士林區,明勝里,基督教,,28852654,,承德路,4段,12巷,,71號,,士林區明勝里承德路4段12巷71號,25.0812333,121.519059,121.5190834,25.08118759,302362.246,2774870.661,,100證他字第55號登記簿第9冊第21頁第181號,謝麗華,承德路4段12巷71號
C0006,財團法人教會,財團法人台灣基督長老教會三角埔教會,,士林區,社新里,基督教,,28127964/28165701,,延平北路,6段,261巷,,3號,,士林區社新里延平北路6段261巷3號,25.0888536,121.503941,121.5039047,25.08872417,300827.964,2775699.693,,103證他字第267號登記簿第北3冊第83頁第000788號,郭銘玉,延平北路6段261巷3號
C0007,財團法人教會,財團法人台灣基督長老教會百齡教會,,士林區,福順里,基督教,,25594596/28125193,,重慶北路,4段,49巷,15弄,1號,,士林區福順里重慶北路4段49巷15弄1號,25.081314,121.5116169,121.511612,25.08127449,301608.51,2774877.45,,104證他字第24號登記簿第北4冊第53頁第001002號,李國輝,重慶北路4段49巷15弄1號
C0008,財團法人教會,財團法人台北市天母基督教會,,士林區,天母里,基督教,,28714834/28715276,,天玉街,,,,63號,,士林區天母里天玉街63號,25.1220151,121.5307058,121.5307371,25.12203502,303520.071,2779399.722,,103證他字第188號登記簿第北4冊第15頁第000863號,李俊年,天玉街63號
C0009,財團法人教會,財團法人台北市陽明山山仔后基督教會,,士林區,陽明里,基督教,,28610840,,華岡路,,47巷,,1號,2樓,士林區陽明里華岡路47巷1號2樓,25.1377638,121.5417616,121.5417439,25.13775088,304623.038,2781144.929,,103證他字第276號登記簿第北3冊第51頁第000678號,吳?嶧,華岡路47巷1號2樓
C0010,財團法人教會,財團法人中華基督教浸信會嶺頭山莊福音中心,,士林區,永福里,基督教,,28319459,,仰德大道,2段,11巷,,11號,,士林區永福里仰德大道2段11巷11號,25.10226,121.540329,121.5412056,25.10330308,304583.983,2777329.069,,103證他字第20號登記簿第26冊第35頁第526號,周宗倫,仰德大道2段11巷11號
C0011,財團法人教會,財團法人陽明山基督教天母禮拜堂,,士林區,天母里,基督教,,28711622,,中山北路,7段,216巷,,1號,,士林區天母里中山北路7段216巷1號,25.1258639,121.533149,121.5330022,25.12586079,303746.826,2779824.397,,103證他字第246號登記簿北1冊第85頁第000184號,王騰敏,中山北路7段216巷1號
C0012,財團法人教會,財團法人台灣神學院,,士林區,永福里,基督教,,28822370/28816940,,仰德大道,2段,2巷,,20號,,士林區永福里仰德大道2段2巷20號,25.1016291,121.5409864,121.5409013,25.10163682,304554.023,2777144.384,,102證他字第147號登記簿第北1冊第69頁第000143號,王榮信,仰德大道2段2巷20號
C0014,財團法人教會,財團法人台北市基督教靈泉堂,,士林區,舊佳里,基督教,,28321393/28727040,,中正路,,212巷,3弄,3號,,士林區舊佳里中正路212巷3弄3號,25.0960106,121.5259569,121.5260048,25.09603139,303054.031,2776517.513,,101證他字第163號登記簿第北3冊第31頁第000608號,宋騰烽,中正路212巷3弄3號
C0015,財團法人教會,財團法人台北市文林基督教會,,士林區,德華里,基督教,,28316711/28371656,,文林路,,661巷,,3號,,士林區德華里文林路661巷3號,25.1005307,121.5221214,121.5221277,25.10053121,302661.051,2777014.433,,103證他字第310號登記簿第北4冊第11頁第854號,陳榮耀,文林路661巷3號
C0016,財團法人教會,財團法人台北市台北基督徒蘭雅禮拜堂,,士林區,蘭興里,基督教,,28358110/29445350,,中山北路,5段,,,727號,2樓,士林區蘭興里中山北路5段727號2樓,25.098118,121.5269374,121.5269841,25.0981389,303151.896,2776751.349,,99證他字第290號登記簿第23冊第40頁第464號,林義順,中山北路5段727號2樓
C0017,財團法人教會,財團法人台北市建成基督長老教會,,大同區,建泰里,基督教,,25580685,,承德路,1段,77巷,,29號,,大同區建泰里承德路1段77巷29號,25.05211,121.518452,121.5184267,25.05212672,302308.328,2771651.448,,103證他字第282號登記簿北1冊第23頁第000042號,黃智和,承德路1段77巷29號
C0019,財團法人教會,財團法人台灣基督長老教會大稻埕教會,,大同區,延平里,基督教,,25539741,,甘州街,,,,40號,2樓,大同區延平里甘州街40號2樓,25.0595721,121.5127616,121.5127178,25.05963931,301729.158,2772481.376,,103證他字第22號登記簿第北3冊第27頁第000602號,黃立德,甘州街40號2樓
C0020,財團法人教會,財團法人台北市春生堂大稻埕基督長老教會,,大同區,延平里,基督教,,25539741,,甘州街,,,,40號,2樓,大同區延平里甘州街40號2樓,25.0595721,121.5127616,121.5127178,25.05963931,301729.158,2772481.376,,103證他字第368號登記簿第北1冊第95頁第000205號,黃立德,甘州街40號2樓
C0021,財團法人教會,財團法人台北市李春生紀念基督長老教會,,大同區,永樂里,基督教,,25580753,,貴德街,,,,44號,,大同區永樂里貴德街44號,25.055108,121.508252,121.5127178,25.05963931,301281.0808,2771982.793,,101證他字第278號登記簿第北1冊第21頁第000034號,鍾啟悟,貴德街44號
C0022,財團法人教會,財團法人中華基督教浸信會慕義堂,慕義堂,大安區,古莊里,基督教,,2363-4559,,羅斯福路,2段,117巷,,1號,,大安區古莊里羅斯福路2段117巷1號,25.0244266,121.5251374,121.5251119,25.02445593,302994.813,2768589.058,,104證他字第434號登記簿第46冊第11頁第1047號,鄭大和,羅斯福路2段117巷1號
C0023,財團法人教會,財團法人台灣基督長老教會大安教會,,大安區,群賢里,基督教,,2706-4477,,四維路,,216巷,,18-1號,,大安區群賢里四維路216巷18-1號,25.0258064,121.547248,121.5251119,25.02445593,305220.5909,2768752.199,,101證他字第2號登記簿第67冊21頁第1675號,羅聯昇,四維路216巷18-1號
C0024,財團法人教會,財團法人天主教社會服務修女會,社福修女會,大安區,龍泉里,天主教,,2363-1296,,和平東路,1段,188巷,,1號,,大安區龍泉里和平東路1段188巷1號,25.0261339,121.530519,121.5251119,25.02445593,303539.8449,2768751.199,,102證他字第647號登記簿第16冊第11頁第226號,鄒逸蘭,和平東路1段188巷1號
C0025,財團法人教會,財團法人天主教耶穌寶血女修會,寶血女修會,大安區,古風里,天主教,,2363-2183,,泰順街,,60巷,18弄,8號,,大安區古風里泰順街60巷18弄8號,25.0220124,121.5298067,121.5298274,25.02203719,303471.783,2768323.012,,102證他字第1452號登記簿第16冊第23頁第232號,郭婉嫻,泰順街60巷18弄8號
C0026,財團法人教會,財團法人天主教拯亡修女會,拯亡修女會,大安區,法治里,天主教,,2737-1008,,通化街,,,,172號,,大安區法治里通化街172號,25.0279964,121.5534672,121.5534814,25.02795487,305856.351,2768988.049,,101證他字第1243號登記簿第24冊第9頁第387號 ,賴玉,通化街172號
C0027,財團法人教會,財團法人基督教天聲傳播協會,天聲傳播協,中山區,朱崙里,基督教,,2356-3911轉402,,八德路,2段,,,251號,3樓之4,中山區朱崙里八德路2段251號3樓之4,25.0470186,121.5410962,121.5410378,25.0469777,304592.092,2771089.998,,102證他字第1120號登記簿第54冊第1頁第1279號,章肇鵬,八德路2段251號3樓之4
C0028,財團法人教會,財團法人基督教工業福音團契,工業福音團,大安區,龍門里,基督教,,2362-0657,,和平東路,2段,,,24號,7樓,大安區龍門里和平東路2段24號7樓,25.0255759,121.536476,121.5364245,25.02563549,304136.028,2768724.234,,102證他字第873號登記簿第56冊第39頁第1358號,李正一,和平東路2段24號7樓
C0029,財團法人教會,財團法人基督教青年歸主協會,青年歸主協,大安區,龍門里,基督教,,83695598,,和平東路,2段,,,24號,7樓之二,大安區龍門里和平東路2段24號7樓之二,25.0255759,121.536476,121.5364245,25.02563549,304136.028,2768724.234,,103證他字第571號登記簿第57冊第11頁第1374號,陳偉望,和平東路2段24號7樓之二
C0030,財團法人教會,財團法人天主教普照修女會,普照修女會,大安區,大學里,天主教,,2363-5276,,新生南路,3段,76巷,,9之2號,,大安區大學里新生南路3段76巷9之2號,25.0190455,121.5331171,121.533095,25.01907769,303802.87,2767996.527,,102證他字第931號登記簿第25冊第47頁第436號,張淑環,新生南路3段76巷9之2號
C0031,財團法人教會,財團法人台北市基督教浸信會懷恩堂,懷恩堂,大安區,大學里,基督教,,2362-5321,,新生南路,3段,,,90號,,大安區大學里新生南路3段90號,25.017788,121.533171,121.5331957,25.01778189,303813.595,2767853.04,,103證他字第1157號登記簿第19冊第7頁第269號,周聯華,新生南路3段90號
C0032,財團法人教會,財團法人台北市古亭基督長老教會,古亭教會,大安區,古莊里,基督教,,2363-7040,,羅斯福路,3段,,,149號,12樓,大安區古莊里羅斯福路3段149號12樓,25.021768,121.527337,121.5272961,25.02175367,303216.429,2768290.611,,104證他字第257號登記簿第50冊第35頁第1178號,王榮彬 ,羅斯福路3段149號12樓
C0033,財團法人教會,財團法人台北市基督教崇真堂,崇真堂,大安區,大學里,基督教,,2362-3251,,羅斯福路,3段,,,271號,12 樓及12樓之一,大安區大學里羅斯福路3段271號12 樓及12樓之一,25.018672,121.530625,121.5307022,25.01858717,303561.568,2767941.229,,102證他字第192號登記簿第42冊第19頁第931號,黃金湖,羅斯福路3段271號12 樓及12樓之一
C0034,財團法人教會,財團法人中華基督教浸信會光復堂,光復堂,大安區,正聲里,基督教,,2711-0185,,光復南路,,280巷,,35號,,大安區正聲里光復南路280巷35號,25.0397847,121.5558468,121.5559,25.03971643,306095.06,2770291.817,,101證他字第20號登記簿第48冊第29頁第1116號,戴義奎,光復南路280巷35號
C0035,財團法人教會,財團法人台北市中華基督教長老會信友堂,,大安區,大學里,基督教,,"23631035,2362-3725",,羅斯福路,3段,269巷,,5號,,大安區大學里羅斯福路3段269巷5號,25.0191496,121.5308047,121.5308168,25.01917289,303572.873,2768006.155,,103證他字第661號登記簿第18冊第13頁第257號,陳偉仁,羅斯福路3段269巷5號
C0036,財團法人教會,財團法人巴哈伊教台灣總會,巴哈伊,大安區,民炤里,巴哈伊教,,2707-0392,,新生南路,1段,,,149-13號,,大安區民炤里新生南路1段149-13號,25.0354119,121.533014,121.5330934,25.03546693,303795.484,2769811.877,,103證他字第750號登記簿第24冊35頁第400號,艾山,新生南路1段149-13號
